Group,Age,Mid-1961,Mid-1962,Mid-1963,Mid-1964,Mid-1965,Mid-1966,Mid-1967,Mid-1968,Mid-1969,Mid-1970,Mid-1971,Mid-1972,Mid-1973,Mid-1974,Mid-1975,Mid-1976,Mid-1977,Mid-1978,Mid-1979,Mid-1980,Mid-1981,Mid-1982,Mid-1983,Mid-1984,Mid-1985,Mid-1986,Mid-1987,Mid-1988,Mid-1989,Mid-1990,Mid-1991,Mid-1992,Mid-1993,Mid-1994,Mid-1995,Mid-1996,Mid-1997,Mid-1998,Mid-1999,Mid-2000,Mid-2001,Mid-2002,Mid-2003,Mid-2004,Mid-2005,Mid-2006,Mid-2007,Mid-2008,Mid-2009,Mid-2010,Mid-2011,Mid-2012,Mid-2013,Mid-2014
Females,12,"350,300","336,600","324,200","318,100","319,200","321,300","314,400","319,600","331,400","344,600","353,300","363,500","379,500","387,900","392,600","402,100","403,700","396,000","392,800","381,600","379,897","365,449","370,467","347,173","327,056","306,060","296,451","284,595","272,955","278,159","302,920","315,622","313,850","307,944","308,706","309,764","322,269","322,037","328,354","336,038","332,741","336,216","344,353","340,033","329,679","329,457","323,558","324,353","328,587","321,389","318,436","310,179","304,533","297,573"
Females,13,"382,900","351,100","337,600","324,400","318,500","318,400","320,300","314,900","319,300","332,000","343,300","353,600","364,300","379,800","388,400","392,800","402,700","404,900","397,000","393,000","381,197","379,447","364,998","370,268","348,074","327,893","306,797","297,052","285,088","273,674","278,976","303,409","315,971","314,366","308,516","309,337","310,285","322,867","323,026","328,529","336,345","333,000","336,657","344,275","340,835","331,141","331,655","324,933","325,516","330,585","322,702","319,951","311,591","306,343"
Females,14,"407,100","383,700","352,000","337,700","324,900","317,900","317,700","321,100","314,700","320,400","334,800","344,100","354,400","364,700","380,000","388,700","393,500","403,700","406,000","398,100","392,797","381,118","379,394","364,753","370,643","349,099","328,481","307,323","297,424","286,047","274,443","279,403","303,676","316,296","314,726","308,788","309,287","310,624","323,466","322,646","328,464","336,636","333,848","335,540","344,872","342,226","332,798","333,120","325,993","327,260","332,026","324,096","321,383","313,310"
Females,15,"333,900","408,000","384,900","353,100","339,500","327,200","319,800","322,900","323,500","319,800","328,100","336,000","346,200","355,900","365,400","381,000","389,700","394,600","405,200","407,300","399,297","393,000","381,506","379,709","365,484","371,396","349,681","328,989","308,036","298,433","286,924","275,081","280,036","304,364","317,218","315,436","309,492","309,541","311,084","322,353","323,443","328,518","338,426","334,962","337,062","346,443","344,640","335,471","336,284","328,203","330,039","333,278","325,305","323,175"
Females,16,"330,300","332,800","410,200","380,300","348,600","338,500","327,700","318,700","323,500","327,700","319,800","329,300","337,400","347,600","356,800","366,700","382,300","391,200","396,400","406,700","408,696","399,844","393,714","382,381","380,659","366,397","371,762","350,303","329,846","308,955","299,695","287,405","275,530","280,575","305,085","317,604","316,086","309,904","309,895","310,789","324,331","323,405","331,098","340,503","337,345","337,877","349,300","348,053","338,891","339,119","331,588","330,984","334,321","327,259"
Females,17,"327,800","329,200","330,600","412,400","375,100","353,700","340,300","329,100","318,400","326,000","329,800","320,900","330,500","338,700","349,200","358,200","368,200","384,400","392,800","398,500","407,996","411,704","403,502","395,478","384,664","382,533","368,018","373,081","352,348","331,708","311,382","300,040","287,722","276,041","281,259","305,488","318,201","316,535","310,495","308,906","313,208","324,612","326,195","333,656","343,722","338,441","340,202","353,203","352,261","341,644","343,404","332,862","332,213","336,676"
Females,18,"318,700","329,600","329,100","330,400","414,400","382,600","356,600","342,900","333,100","321,800","328,200","331,100","322,400","331,700","340,500","351,200","359,800","370,300","386,200","395,200","400,996","409,811","414,024","404,177","397,183","386,245","383,675","368,424","373,625","352,797","333,303","311,660","300,164","287,970","276,288","280,636","304,366","316,354","314,857","304,937","307,972","314,786","328,756","330,487","339,947","346,061","343,261","345,888","360,131","356,631","348,008","346,125","335,031","335,523"
Females,19,"292,100","319,900","330,900","328,900","330,700","417,000","385,500","360,600","347,100","335,700","326,700","329,400","333,000","323,600","333,700","342,500","352,900","362,100","372,300","388,600","398,399","406,296","416,137","414,589","406,564","399,380","388,141","384,872","369,807","374,232","355,147","336,011","315,403","305,110","293,978","282,276","286,141","308,370","320,219","315,704","309,464","311,795","321,225","336,335","340,896","343,824","354,813","353,155","356,003","366,707","366,756","352,948","350,343","340,908"
Females,20,"278,800","294,400","320,200","331,500","329,400","334,600","419,200","388,100","362,900","349,000","336,700","328,400","331,400","333,800","325,600","335,600","344,400","355,300","363,700","374,800","391,202","401,151","410,507","417,107","417,245","409,449","401,808","389,958","386,859","371,134","376,572","356,898","335,982","314,767","304,169","293,161","283,213","288,688","307,889","322,251","324,064","315,513","317,668","326,626","344,516","349,264","350,654","361,897","356,705","361,515","374,281","371,094","357,535","356,629"
Females,21,"290,400","280,100","294,900","320,600","333,100","333,100","336,200","423,400","388,200","363,700","347,600","338,500","330,100","332,300","335,000","327,100","337,000","346,600","356,800","366,200","377,202","391,980","403,217","411,684","419,194","419,538","411,358","403,024","391,906","388,053","372,828","377,846","358,699","338,098","317,537","306,393","296,090","287,227","291,597","310,634","326,262","331,110","322,450","326,344","337,716","355,224","357,310","359,554","366,714","363,915","369,976","378,827","374,507","362,068"
Females,22,"295,300","293,000","279,600","295,300","321,600","334,800","334,300","337,700","425,800","388,000","364,500","349,400","339,600","331,000","334,200","336,300","328,100","338,100","347,700","358,900","368,101","376,030","392,176","404,251","413,433","421,060","421,049","412,387","404,644","392,919","389,892","374,679","379,087","361,387","341,472","320,533","309,399","300,327","292,617","296,408","316,192","335,066","338,790","332,908","341,741","351,364","365,207","367,732","365,437","375,624","374,322","375,795","384,022","380,577"
Females,23,"294,900","296,400","294,100","278,900","296,300","323,800","336,700","335,800","337,700","427,000","392,600","365,200","351,400","340,100","332,100","335,300","337,600","329,200","338,500","349,400","360,301","366,380","375,075","392,966","405,532","414,908","421,849","421,527","413,756","405,348","394,574","391,551","376,541","381,528","365,326","344,937","324,253","312,896","306,322","299,317","304,231","324,742","342,923","348,548","347,020","355,929","361,018","374,530","372,505","373,043","384,541","379,809","381,144","390,034"
Females,24,"288,100","295,400","297,100","294,400","279,200","297,800","325,000","338,100","335,800","338,300","427,700","393,000","365,400","351,900","340,200","332,800","336,200","338,900","329,300","339,200","350,501","357,745","365,276","375,746","393,909","406,915","415,287","421,894","422,366","414,075","406,716","395,652","392,285","378,491","383,485","367,926","347,674","327,512","318,446","311,426","306,936","311,369","332,249","352,734","362,008","360,895","367,022","370,426","379,154","379,279","381,109","388,104","383,526","385,300"
Females,25,"284,800","290,100","294,800","296,400","294,800","281,500","297,900","323,700","336,900","333,300","338,400","427,100","392,700","363,600","350,200","339,500","332,900","336,800","338,400","329,400","340,099","347,860","356,578","366,192","376,609","395,072","407,249","415,260","422,514","422,675","415,693","407,717","396,676","393,932","380,753","385,430","370,778","351,047","333,342","325,988","316,483","311,297","316,688","339,903","363,734","368,099","368,972","371,651","372,938","383,089","382,585","383,728","390,886","386,902"
Females,26,"279,900","286,000","290,000","294,000","296,800","294,700","280,300","295,900","320,500","336,100","333,100","337,300","426,800","390,300","361,500","349,500","339,400","332,700","336,100","338,500","330,100","337,182","346,350","357,364","367,326","377,616","395,329","406,705","415,419","422,341","423,615","415,788","408,366","398,471","395,720","382,706","387,509","374,060","356,081","340,075","330,440","320,576","316,348","322,718","350,189","369,940","375,630","373,576","375,930","377,117","386,177","384,865","386,401","393,921"
Females,27,"273,800","280,800","286,000","289,500","294,100","297,200","293,900","277,000","292,700","319,700","333,200","331,900","336,400","424,400","388,000","360,900","349,200","339,000","331,800","335,900","336,200","327,103","335,293","346,794","358,461","368,657","377,829","394,920","406,828","415,097","422,853","422,775","415,786","410,157","400,230","397,351","384,800","389,834","378,707","362,102","344,165","333,849","325,207","321,980","330,951","355,814","377,173","379,647","377,730","381,517","380,309","387,861","387,180","389,318"
Females,28,"279,200","275,200","280,800","285,400","289,900","294,900","296,000","291,900","273,900","289,600","318,300","332,600","331,400","333,800","422,100","387,300","360,800","348,800","338,300","331,200","335,201","333,215","325,236","335,263","347,536","359,829","369,040","377,193","394,719","405,939","415,285","421,489","421,727","416,586","411,199","401,811","398,772","386,869","392,998","384,709","365,707","347,167","338,120","330,618","329,808","335,313","362,551","381,412","383,347","383,192","386,325","381,904","389,580","389,566"
Females,29,"287,000","279,600","275,200","279,900","285,700","290,200","293,800","293,400","289,800","270,900","290,900","317,700","332,200","329,000","332,300","421,700","387,000","360,500","348,100","337,900","329,800","332,005","331,161","325,098","335,586","348,501","360,175","368,723","376,936","393,659","405,883","414,261","420,306","422,123","416,993","412,411","403,314","400,445","389,813","396,999","387,867","368,182","350,693","342,934","337,797","333,743","340,273","366,401","385,263","388,103","387,793","387,634","383,761","392,033"
Females,30,"295,000","288,600","278,500","273,000","278,800","285,400","288,400","290,000","290,800","288,000","271,200","290,000","316,900","330,100","326,900","332,100","421,200","386,300","359,600","347,400","335,305","327,211","330,641","331,284","325,704","336,893","349,498","360,842","369,180","376,694","394,420","404,359","413,011","420,254","421,897","417,695","413,879","404,733","403,138","393,858","399,464","389,841","370,405","352,034","348,555","342,965","335,054","344,533","368,553","388,973","390,950","388,750","389,005","385,457"
Females,31,"294,000","296,900","287,500","276,200","272,900","280,000","284,600","286,500","288,500","289,500","289,300","270,500","289,800","315,500","328,600","326,700","331,900","420,600","385,500","359,500","346,806","333,299","326,253","330,736","331,976","326,873","337,253","349,713","361,142","369,693","377,242","393,778","403,476","413,365","419,763","422,023","418,567","414,833","406,703","405,815","395,794","401,608","391,415","371,583","356,622","352,831","344,238","338,916","345,720","371,960","391,934","391,846","389,799","389,957"
Females,32,"294,300","296,400","296,400","285,800","275,800","273,700","279,100","283,000","285,100","287,200","289,600","288,900","270,400","288,300","314,100","328,500","326,500","331,100","420,000","385,500","358,706","345,395","332,628","326,591","331,724","333,346","327,496","337,548","350,168","362,208","371,001","376,932","393,044","403,874","412,991","419,850","422,428","418,949","416,526","409,383","407,451","397,491","403,892","391,861","375,675","360,403","353,921","348,063","340,231","347,928","374,870","392,780","392,857","390,766"
Females,33,"293,500","296,400","296,600","295,000","285,700","277,300","272,800","277,400","282,100","284,300","287,300","289,300","288,700","268,400","287,600","313,600","328,600","326,000","330,800","419,900","385,206","357,812","345,121","333,083","327,724","333,170","334,040","327,956","337,902","351,297","363,722","370,754","376,548","393,454","403,421","413,020","419,967","422,491","419,958","418,700","410,866","408,953","398,899","404,587","394,736","378,546","361,066","357,034","349,361","342,280","349,530","375,352","393,529","393,706"
Females,34,"300,800","295,300","296,300","295,700","295,500","286,000","276,400","271,600","276,400","281,100","284,300","286,900","289,200","286,700","267,000","287,100","313,300","328,100","325,900","330,500","419,809","384,715","358,053","345,741","334,380","329,308","334,037","334,748","328,324","339,056","352,943","363,623","370,167","377,018","392,935","403,212","413,016","419,716","422,847","421,523","419,849","412,220","410,182","399,262","407,762","396,976","379,005","363,766","358,176","351,559","344,095","349,655","376,012","394,214"
Females,35,"309,100","302,700","295,400","296,000","296,600","295,000","284,900","274,700","269,900","274,300","280,200","283,900","286,600","287,900","284,500","266,500","287,000","312,800","327,800","325,700","329,995","419,783","385,388","358,749","347,113","335,152","329,974","334,498","335,247","329,513","340,066","352,468","363,081","370,177","376,035","392,258","402,587","412,501","419,930","423,619","421,879","420,766","411,879","411,498","400,394","409,500","397,971","380,532","365,920","359,036","351,572","344,037","350,027","376,810"
Females,36,"312,400","309,800","303,100","294,600","296,500","295,100","293,900","284,100","273,800","269,400","276,600","280,000","283,400","285,500","286,800","283,900","266,100","286,500","312,600","327,600","325,295","329,643","419,881","385,661","359,661","347,972","336,151","330,456","334,806","336,057","330,476","340,272","352,487","363,852","369,727","376,114","392,276","402,574","413,174","420,886","423,821","422,869","420,049","413,008","412,459","401,331","410,984","398,773","382,325","366,521","359,019","351,680","344,600","350,939"
Females,37,"319,300","313,100","309,400","302,700","294,500","295,000","293,900","293,500","283,700","273,100","269,000","276,000","279,700","282,100","284,600","286,200","283,200","265,600","286,200","312,100","326,995","324,864","329,202","419,975","386,142","360,023","348,219","336,219","330,291","335,227","336,508","331,009","340,289","352,983","363,405","369,394","375,853","391,891","402,526","413,375","420,183","424,925","422,439","420,693","413,746","413,290","402,235","412,373","399,960","382,721","366,322","358,863","351,922","345,421"
Females,38,"324,300","319,200","312,600","308,500","302,900","293,300","294,000","294,300","293,300","282,900","272,300","268,500","275,600","278,500","281,400","284,000","285,400","282,600","265,600","285,700","311,694","326,016","324,143","328,699","419,953","385,961","359,632","347,883","335,414","330,330","335,282","336,504","331,257","340,888","352,542","363,422","369,094","375,767","392,119","402,965","413,182","421,318","424,703","423,206","420,953","414,574","414,091","403,103","414,097","399,712","382,330","366,503","359,257","352,691"
Females,39,"345,200","324,800","318,100","311,600","308,100","300,700","292,600","293,800","294,400","292,800","281,900","271,600","268,100","274,400","277,600","280,800","283,500","284,900","282,300","265,500","285,393","310,649","325,347","323,821","328,603","419,811","385,703","359,470","347,063","335,780","330,473","335,251","336,630","332,128","340,767","352,703","363,593","369,156","376,207","392,835","402,920","413,906","421,152","425,564","423,440","421,270","415,201","414,662","404,081","414,527","398,805","382,335","366,674","359,824"
Females,40,"368,600","344,900","323,900","316,800","310,900","307,700","300,800","292,600","294,200","294,400","290,000","281,600","271,200","267,300","273,100","277,100","280,200","283,400","284,700","282,000","265,006","284,420","309,813","325,034","323,858","328,600","419,275","384,945","358,518","346,993","335,536","330,468","334,659","336,893","332,118","340,803","352,539","363,336","368,928","376,747","391,872","403,623","413,862","421,603","425,877","422,974","422,107","413,870","415,316","404,545","415,114","398,939","382,587","367,313"
Females,41,"356,500","367,100","344,000","323,400","316,200","311,600","307,700","301,100","291,700","293,400","294,100","289,500","281,300","270,300","266,000","272,800","276,500","280,000","283,400","284,700","281,606","264,013","283,555","309,352","325,051","323,753","328,134","419,023","384,529","358,677","347,195","335,430","330,482","334,648","336,602","332,266","340,801","352,370","363,635","369,508","376,270","392,130","403,651","413,875","421,930","425,424","423,947","420,356","414,343","415,533","404,411","415,044","399,045","382,771"
Females,42,"279,200","363,800","365,000","343,400","322,900","317,100","311,400","307,300","300,000","290,800","292,000","293,600","289,000","280,300","269,700","265,600","272,300","276,300","279,700","283,300","284,406","280,615","263,241","283,088","309,182","324,914","323,428","327,745","419,047","384,566","358,793","346,866","335,085","330,658","334,153","336,437","332,323","340,689","352,587","364,307","368,881","376,595","391,855","403,815","413,816","421,562","426,452","422,443","420,327","414,506","415,324","404,652","415,241","399,444"
Females,43,"260,600","273,200","370,600","363,700","343,000","323,100","316,600","310,600","306,000","299,200","291,400","291,100","293,300","288,100","279,100","269,200","265,000","271,900","276,100","279,300","283,006","283,473","279,845","262,654","282,913","308,840","324,652","323,255","327,386","418,669","384,509","358,404","346,426","334,872","330,487","333,826","336,312","332,408","340,947","353,018","363,762","369,236","376,489","391,591","403,937","413,097","422,475","425,202","422,468","419,956","414,224","415,184","404,552","415,247"
Females,44,"291,000","258,300","267,700","374,700","362,400","342,700","322,500","315,500","309,000","304,700","297,100","290,500","290,400","292,400","287,300","278,500","268,500","264,800","271,800","275,900","278,706","282,156","282,860","279,186","262,397","282,558","308,438","324,366","323,306","326,996","418,511","384,575","357,899","346,275","334,363","330,467","333,671","336,205","333,032","341,661","352,564","363,833","369,180","376,295","391,330","403,430","413,522","421,388","425,307","422,255","419,126","414,220","415,119","404,540"
Females,45,"306,000","288,700","256,400","264,600","378,300","362,400","342,100","321,100","313,300","307,400","304,400","296,400","289,700","289,300","291,200","286,600","277,900","268,100","264,500","271,500","275,618","277,751","281,491","282,416","278,751","261,829","281,937","307,752","323,906","322,726","326,544","416,047","383,873","357,280","345,389","333,813","330,146","332,946","336,158","333,596","340,835","351,510","363,313","368,285","375,836","390,570","403,322","413,363","421,122","424,585","421,546","419,132","414,284","415,165"
Females,46,"333,900","304,400","286,600","255,200","263,000","368,200","361,000","340,700","319,700","312,200","306,500","303,600","295,700","288,600","288,000","290,100","285,900","277,600","267,500","264,300","271,117","274,780","277,010","280,946","282,091","278,191","261,304","281,446","307,494","323,647","322,622","326,658","414,362","383,650","356,506","344,947","333,367","329,870","332,835","336,325","332,908","340,035","351,064","362,279","367,918","375,153","390,122","403,260","412,769","420,517","424,010","421,335","419,109","414,422"
Females,47,"340,200","333,200","302,800","285,200","254,000","263,600","369,300","358,400","339,200","318,700","313,300","305,600","302,700","294,400","287,300","287,000","289,300","285,400","276,900","267,100","263,817","270,288","274,166","276,420","280,602","281,657","277,487","260,687","281,051","307,009","323,505","322,527","326,908","412,159","382,817","355,775","344,124","332,669","329,718","332,880","335,467","331,779","339,604","350,112","361,580","367,232","374,755","389,700","402,873","411,826","420,061","423,796","421,414","419,195"
Females,48,"333,500","337,800","332,300","301,400","283,700","253,600","262,300","371,100","356,100","338,200","316,800","312,100","304,600","301,300","293,100","286,200","286,100","288,800","284,500","276,600","266,617","262,938","269,482","273,412","275,849","279,958","280,950","276,731","259,979","280,454","306,563","322,389","322,366","327,153","410,164","382,314","355,059","343,459","332,212","329,854","331,838","334,374","331,031","338,693","349,554","360,689","366,765","374,457","388,977","402,218","410,972","419,840","423,728","421,586"
Females,49,"329,000","332,200","334,800","331,400","300,000","283,300","252,400","257,800","373,200","354,800","335,500","315,600","310,500","303,000","299,700","291,800","285,200","285,400","287,900","283,900","275,620","265,613","262,183","268,684","272,745","275,005","279,207","280,273","276,024","259,265","279,983","306,059","321,391","322,292","326,881","408,596","381,719","354,290","342,941","331,993","329,085","330,952","333,686","329,828","338,083","348,739","360,038","366,456","373,858","387,964","401,573","410,600","419,714","423,989"
Females,50,"330,000","326,600","330,900","332,700","329,400","298,800","281,800","250,300","255,000","375,600","353,800","333,900","314,200","308,900","301,000","298,100","290,600","284,300","284,500","287,100","282,492","274,466","264,633","261,334","267,860","271,806","273,843","278,188","279,323","275,032","258,544","279,118","305,292","320,244","321,755","326,798","406,754","380,978","353,487","342,681","331,011","328,175","329,653","332,138","328,519","337,130","347,489","359,297","365,612","372,918","387,883","401,028","410,237","419,765"
Females,51,"330,600","329,000","324,100","329,300","330,000","328,100","297,100","279,500","248,800","252,200","370,700","352,200","332,400","312,400","306,900","299,500","296,700","289,200","283,300","283,400","285,892","281,425","273,238","263,661","260,612","266,904","270,715","272,874","277,334","278,512","274,122","258,626","278,382","304,764","319,073","321,324","326,494","405,010","380,163","353,159","341,672","330,264","326,346","328,300","330,902","327,373","335,881","346,861","358,306","364,704","372,818","387,240","400,590","410,086"
Females,52,"330,600","329,000","328,000","322,000","327,000","330,500","326,200","295,000","277,800","247,200","253,600","368,700","350,400","330,500","310,500","305,100","298,000","295,000","287,800","281,900","281,992","284,577","280,257","272,085","262,670","259,715","265,657","269,693","271,829","276,340","277,696","273,580","258,498","277,481","303,802","317,872","320,738","326,196","403,016","379,741","352,026","340,792","328,574","324,492","327,273","329,734","325,911","335,361","345,887","357,023","364,657","372,177","386,604","400,317"
Females,53,"328,000","329,300","327,600","326,700","319,200","326,000","328,000","324,500","293,200","275,800","246,000","252,100","366,900","348,300","328,300","308,600","303,500","296,100","293,400","286,200","280,292","280,581","283,262","279,181","270,893","261,479","258,445","264,418","268,579","270,685","275,443","276,814","272,707","258,092","276,514","302,948","316,673","319,964","325,653","401,660","378,551","350,980","339,052","326,833","322,929","326,252","328,238","324,978","334,505","344,733","356,694","363,922","371,316","386,267"
Females,54,"320,900","326,400","328,300","326,100","324,200","319,200","324,000","324,900","323,300","291,300","273,600","244,100","250,600","364,500","345,900","326,200","306,900","301,500","294,300","291,700","284,490","278,531","279,069","281,824","278,045","269,488","260,154","257,309","263,104","267,371","269,506","274,755","275,952","272,125","258,098","275,455","301,966","314,896","319,599","326,188","398,068","376,952","349,040","337,189","325,292","321,411","324,974","327,399","323,778","333,378","344,514","355,985","363,163","370,807"
Females,55,"315,600","319,300","325,100","326,700","324,600","322,500","316,600","321,600","322,200","320,200","292,500","272,500","242,200","248,700","361,900","343,800","324,300","304,700","299,300","292,600","289,600","282,769","276,934","277,504","280,399","276,861","267,928","258,868","256,103","261,702","266,070","268,710","273,716","274,952","271,053","257,573","274,400","300,915","313,618","319,013","325,315","397,707","373,967","347,108","335,359","324,038","320,252","323,160","326,692","322,905","332,680","343,714","355,275","362,625"
Females,56,"313,400","314,100","318,000","323,100","325,000","321,900","320,500","313,400","319,500","318,600","315,000","290,500","270,400","240,200","247,100","359,800","341,600","321,900","302,600","297,300","290,100","287,645","280,838","275,372","275,855","278,811","275,365","266,242","257,299","254,541","260,191","265,121","267,950","272,698","273,778","270,248","257,374","273,136","299,913","311,935","318,212","323,418","395,878","371,229","344,993","333,980","322,994","317,894","322,585","325,730","321,939","331,771","342,827","354,701"
Females,57,"311,300","311,600","312,700","315,900","321,000","322,100","319,500","318,100","310,600","315,800","318,100","313,000","288,300","268,100","238,200","245,200","357,300","339,100","319,600","300,400","294,300","288,081","285,690","279,049","273,625","274,227","277,002","273,606","264,468","255,556","252,961","258,732","263,664","266,609","271,266","272,550","269,019","256,306","271,936","298,726","310,309","316,398","320,433","394,450","368,517","343,440","332,692","320,781","316,732","321,773","324,671","320,942","330,779","342,184"
Females,58,"303,700","308,000","310,200","310,700","313,600","317,800","319,300","316,800","315,500","306,600","314,100","316,200","310,600","286,000","265,800","236,200","243,500","354,200","336,500","317,300","298,200","291,881","285,962","283,771","277,111","271,752","272,222","275,130","271,919","262,393","253,831","251,542","257,099","262,207","265,092","269,864","271,004","267,642","255,368","270,607","297,221","309,339","313,595","317,850","393,103","366,326","341,993","330,503","319,664","315,336","320,864","323,702","320,013","330,065"
Females,59,"293,300","300,500","305,100","308,100","308,600","310,300","315,200","316,600","313,800","312,000","305,700","311,400","313,600","307,800","283,300","263,300","234,300","241,200","351,300","333,700","314,599","295,687","289,762","283,807","281,734","275,089","269,423","270,068","273,087","270,001","260,345","252,278","249,885","255,530","260,635","263,621","268,315","269,475","266,214","254,238","268,963","295,609","307,145","310,943","315,084","392,052","364,308","339,462","329,157","318,368","313,823","319,773","322,756","319,251"
Females,60,"283,500","289,800","297,900","302,600","306,100","304,800","307,200","312,300","314,000","310,900","306,800","302,600","308,600","310,500","304,700","280,600","260,900","231,900","239,100","348,300","330,095","311,415","293,173","287,178","281,437","279,388","272,699","267,138","267,779","270,770","267,897","258,639","250,824","248,442","253,998","259,052","262,169","266,663","267,898","265,140","253,080","267,531","293,879","305,567","307,976","312,190","390,260","362,052","337,618","327,312","316,675","312,505","318,624","321,833"
Females,61,"279,800","282,900","286,900","295,200","299,400","301,500","301,300","304,100","308,900","310,700","308,500","303,100","299,800","305,300","307,400","301,800","277,800","258,100","229,600","236,500","345,294","326,529","308,230","290,587","284,614","278,924","276,701","270,108","264,739","265,217","268,395","265,745","256,816","249,378","246,933","252,457","257,324","260,815","265,146","266,632","263,308","251,092","266,104","291,714","303,218","305,118","309,094","388,991","359,577","335,600","325,386","315,394","311,219","317,563"
Females,62,"271,900","277,400","283,200","283,700","291,500","295,500","297,700","298,000","300,500","304,800","306,900","304,500","299,500","296,300","302,100","304,100","298,400","274,700","255,200","227,200","233,397","341,008","322,658","305,005","287,650","281,725","276,009","273,835","267,296","262,055","262,587","265,745","263,251","254,629","247,481","245,014","250,424","255,318","258,997","263,596","264,302","261,261","249,041","264,174","288,963","301,187","302,122","306,709","387,596","356,855","333,606","324,054","314,075","310,296"
Females,63,"263,600","267,700","275,400","281,800","279,900","287,100","290,900","294,100","294,200","296,300","301,800","302,900","300,500","295,400","292,700","298,400","300,300","294,900","271,400","251,700","223,497","230,329","336,617","318,839","301,404","284,477","278,276","272,920","270,817","264,320","259,251","260,067","263,017","260,730","252,325","245,580","243,066","248,501","253,426","257,499","261,255","262,255","259,172","246,583","261,480","286,313","298,927","299,700","304,055","385,971","354,118","332,007","322,412","312,890"
Females,64,"257,200","258,500","264,000","272,600","279,100","275,400","282,500","286,100","289,800","289,700","292,300","297,300","298,300","296,100","291,100","288,500","294,300","296,500","290,700","267,900","247,595","220,492","227,058","332,052","314,663","297,642","280,757","274,834","269,605","267,390","261,240","256,175","257,300","260,003","258,158","250,086","243,639","241,149","246,602","251,562","255,386","258,971","260,116","256,608","243,389","259,056","283,472","297,166","297,082","301,247","384,299","352,065","330,282","321,111"
Females,65,"246,600","252,100","253,500","258,800","269,000","270,400","270,900","278,300","282,300","285,800","285,000","287,500","292,300","293,400","291,300","286,200","284,200","290,100","291,800","286,700","263,598","243,769","217,183","223,976","327,258","310,187","292,822","276,980","271,215","265,882","263,740","258,019","252,741","254,256","256,962","255,206","247,331","241,272","238,785","244,724","249,106","252,817","256,596","257,408","253,947","239,404","256,317","281,382","295,312","294,307","298,471","381,771","349,878","328,417"
Females,66,"240,000","242,000","247,300","247,700","255,200","261,800","266,500","266,300","274,000","276,700","282,200","280,200","282,200","287,000","288,100","285,900","281,500","279,900","285,400","287,300","281,098","259,498","240,037","214,138","220,530","322,028","306,624","288,413","273,110","267,167","262,204","260,044","254,447","249,194","250,871","253,641","251,975","244,540","238,906","236,586","242,048","246,378","250,095","253,853","254,647","250,386","236,384","254,236","278,878","293,218","291,390","296,210","378,959","347,566"
Females,67,"232,200","234,900","237,100","241,700","243,200","249,700","257,200","263,400","261,400","268,000","271,500","276,900","275,000","276,700","281,500","282,500","280,600","276,300","274,900","280,600","281,499","276,062","254,895","236,100","210,622","216,826","318,205","301,465","283,706","268,711","263,092","258,092","256,054","250,632","245,582","247,319","250,073","248,604","241,462","236,304","233,760","239,294","243,571","247,029","250,929","250,638","246,907","233,900","251,915","276,125","291,119","289,020","293,846","376,261"
Females,68,"225,900","225,300","229,800","231,600","236,800","238,200","244,300","252,900","259,200","254,900","262,600","265,500","271,100","269,100","270,600","275,400","276,900","274,800","270,700","270,000","274,799","275,750","270,724","250,522","231,937","206,892","212,406","312,237","296,129","278,422","264,264","258,678","253,899","252,082","246,848","241,572","243,698","246,366","245,155","238,741","233,764","230,746","236,453","240,190","243,716","246,855","247,313","244,166","230,955","249,436","273,312","288,461","286,391","291,407"
Females,69,"216,300","218,800","218,000","223,700","226,700","230,900","232,200","238,400","247,700","253,100","250,500","256,300","259,100","264,700","262,900","264,200","269,300","270,800","269,000","265,100","264,498","268,356","270,001","265,299","245,652","227,549","201,982","208,089","306,124","290,080","273,162","259,290","253,856","249,537","247,608","242,482","237,271","239,747","242,386","241,713","235,327","230,254","227,495","233,058","236,740","239,544","243,250","244,341","241,116","227,872","246,765","270,519","285,537","283,737"
Females,70,"205,200","208,300","211,300","212,000","218,900","220,400","225,000","225,800","231,800","240,800","247,300","244,100","249,400","252,300","257,900","256,100","257,800","262,700","264,200","262,700","258,811","258,085","262,013","263,820","259,304","240,514","221,718","197,733","203,565","299,308","283,820","267,641","254,083","248,798","244,571","242,685","237,743","232,820","235,507","238,234","237,667","231,564","226,520","223,843","229,606","232,654","235,768","239,986","241,103","237,614","224,580","243,930","267,383","282,392"
Females,71,"196,900","198,800","200,500","205,100","205,300","211,900","213,700","218,000","218,100","225,600","237,600","239,900","237,100","242,200","245,200","250,700","249,300","251,000","255,600","257,800","256,011","251,768","251,670","255,440","257,298","253,048","234,248","216,568","193,115","198,814","292,396","277,712","261,840","248,259","243,261","239,166","237,410","232,896","228,086","230,938","233,658","233,264","227,552","222,455","220,102","225,405","228,658","232,127","236,384","237,622","234,074","221,681","240,963","264,255"
Females,72,"189,600","189,800","192,400","193,300","198,000","199,400","204,700","206,500","210,100","210,800","214,900","229,400","231,800","229,400","234,600","237,500","243,000","242,100","243,400","248,300","250,910","248,248","244,534","244,913","248,401","250,427","246,244","228,544","211,180","188,250","193,821","284,236","271,065","255,521","242,345","237,424","233,525","231,879","227,654","223,025","226,189","228,842","228,546","223,012","218,024","215,804","221,345","224,948","228,237","232,617","233,950","230,707","218,554","237,623"
