Group,Age,Mid-1961,Mid-1962,Mid-1963,Mid-1964,Mid-1965,Mid-1966,Mid-1967,Mid-1968,Mid-1969,Mid-1970,Mid-1971,Mid-1972,Mid-1973,Mid-1974,Mid-1975,Mid-1976,Mid-1977,Mid-1978,Mid-1979,Mid-1980,Mid-1981,Mid-1982,Mid-1983,Mid-1984,Mid-1985,Mid-1986,Mid-1987,Mid-1988,Mid-1989,Mid-1990,Mid-1991,Mid-1992,Mid-1993,Mid-1994,Mid-1995,Mid-1996,Mid-1997,Mid-1998,Mid-1999,Mid-2000,Mid-2001,Mid-2002,Mid-2003,Mid-2004,Mid-2005,Mid-2006,Mid-2007,Mid-2008,Mid-2009,Mid-2010,Mid-2011,Mid-2012,Mid-2013,Mid-2014
Males,44,"280,500","251,800","261,100","364,000","354,400","337,600","316,900","310,400","306,400","304,200","298,200","289,600","289,700","290,700","290,200","284,700","274,100","272,300","279,100","282,300","284,594","287,569","286,118","284,223","265,668","286,735","312,740","328,030","324,583","327,566","419,180","381,468","355,659","342,323","332,386","325,820","330,100","331,705","328,610","336,777","348,641","361,341","366,111","372,347","386,460","397,219","404,101","411,754","415,295","412,373","413,171","404,505","404,613","395,330"
Males,45,"295,200","280,400","249,000","259,400","367,600","355,600","335,800","315,000","308,200","304,600","303,900","296,400","288,900","288,000","289,600","289,000","283,600","273,200","271,300","278,300","280,293","283,114","286,307","285,358","283,161","264,769","285,797","311,646","327,470","323,467","326,544","416,241","380,550","354,566","341,437","331,251","325,231","329,188","331,276","328,065","336,262","346,222","360,873","366,017","371,965","386,452","395,115","403,440","411,528","415,041","411,181","412,350","404,101","404,612"
Males,46,"319,300","295,000","277,900","247,400","257,300","365,200","352,700","333,000","312,700","306,200","304,000","302,800","294,900","287,000","287,200","288,100","287,700","282,400","272,200","269,800","276,093","278,770","281,746","285,069","284,399","281,816","263,559","284,614","310,465","325,989","322,340","326,460","413,561","379,902","353,735","340,432","330,050","324,693","328,619","330,475","327,721","333,961","345,889","360,416","365,463","371,988","384,214","394,935","403,243","411,547","414,054","410,463","411,749","403,988"
Males,47,"324,100","319,300","293,000","276,200","245,200","256,700","363,600","348,600","330,300","310,400","307,300","302,300","301,300","292,900","285,800","285,800","286,700","286,500","281,200","270,700","267,293","274,571","277,456","280,547","283,996","283,272","280,415","262,286","283,616","308,960","324,844","321,767","325,975","411,525","379,200","352,690","339,407","328,977","324,404","327,702","329,911","325,078","333,616","345,348","359,465","365,291","370,003","383,644","395,226","403,356","410,980","413,073","409,890","411,595"
Males,48,"318,400","323,100","318,700","291,700","274,400","244,600","252,800","362,100","345,100","327,700","307,800","305,300","300,700","299,500","291,500","284,100","284,200","285,100","285,300","279,500","268,493","265,875","273,160","276,030","279,393","282,748","281,998","279,016","261,156","282,429","307,765","323,167","321,041","325,434","409,366","378,374","351,472","338,207","328,017","323,852","326,768","327,539","324,387","333,268","344,460","358,886","363,091","369,522","383,490","395,704","402,826","410,012","412,294","409,558"
Males,49,"314,100","318,500","320,700","317,900","290,000","272,700","241,900","246,600","361,100","341,800","326,900","306,600","303,900","299,000","297,800","289,900","282,100","282,300","283,700","283,700","277,791","267,156","264,666","271,978","274,738","278,025","281,314","280,698","277,442","260,148","281,382","306,692","321,551","320,342","324,754","407,040","377,230","350,321","337,341","326,839","323,232","324,806","326,871","323,517","332,518","343,792","356,490","362,480","369,375","383,477","395,504","401,718","409,131","412,066"
Males,50,"314,300","313,300","317,700","319,100","316,000","287,200","269,900","239,100","242,800","361,900","340,200","324,800","305,600","301,800","296,400","295,600","287,800","280,100","280,700","281,900","281,894","276,494","265,929","263,408","270,697","273,492","276,547","279,874","279,518","276,274","258,997","279,676","305,415","319,675","319,702","324,259","404,217","376,089","348,982","336,271","324,788","322,094","324,030","325,062","322,881","331,427","342,685","356,250","361,987","368,268","382,183","394,601","400,964","408,716"
Males,51,"314,000","312,700","311,700","316,500","316,200","312,000","284,400","267,000","236,900","238,700","355,800","337,300","322,900","303,200","299,100","294,000","293,200","285,600","278,400","278,900","280,194","280,256","274,906","264,249","262,241","269,267","271,880","274,964","278,415","278,277","274,873","258,355","278,099","304,100","318,172","318,942","323,373","401,509","375,081","347,910","334,543","323,733","320,718","322,491","324,562","321,320","330,480","342,653","355,386","360,623","367,041","381,162","393,563","400,303"
Males,52,"314,800","312,700","310,700","309,700","314,100","313,100","309,100","281,600","264,800","234,100","241,300","352,800","334,500","320,100","300,600","296,300","291,300","290,700","283,500","276,700","277,194","278,337","278,529","273,179","262,832","260,796","267,680","270,305","273,466","276,998","276,860","273,423","257,343","276,484","302,886","316,501","317,895","322,463","399,169","374,220","346,118","333,182","322,481","318,501","322,151","323,042","319,933","330,564","341,750","353,500","359,204","365,826","380,153","393,040"
Males,53,"312,500","313,300","310,800","308,100","306,600","309,100","309,400","306,800","279,400","261,700","231,600","238,900","349,400","331,200","317,000","297,400","293,300","288,700","288,100","281,300","275,094","274,623","275,990","276,431","271,451","261,011","258,881","265,896","268,554","271,877","275,374","275,266","271,792","256,297","274,901","301,470","314,591","316,619","321,531","396,612","372,400","344,498","331,499","320,479","317,588","320,883","321,757","319,610","329,930","340,055","351,677","358,135","364,894","379,530"
Males,54,"304,200","310,100","310,700","308,100","304,600","302,100","305,700","306,000","304,400","276,200","258,600","228,500","236,500","345,800","328,300","313,400","294,400","290,400","285,900","285,300","279,393","272,461","272,163","273,867","274,417","269,411","258,845","257,197","264,085","266,931","270,148","273,937","273,678","270,306","255,402","273,046","299,827","312,344","315,734","320,930","393,046","370,101","342,664","329,006","319,715","315,592","319,799","321,370","318,474","328,389","338,310","350,379","356,922","364,115"
Males,55,"295,700","301,400","306,700","308,000","305,000","301,500","298,900","303,100","303,000","300,000","275,400","255,300","226,100","233,500","341,900","324,800","309,700","291,200","287,300","283,200","282,606","276,415","269,861","269,824","271,469","272,108","266,780","256,666","255,300","262,125","264,732","268,476","272,258","271,992","268,517","254,108","271,121","298,040","310,369","314,421","319,684","391,421","366,732","340,397","327,499","317,903","313,202","317,906","319,953","316,973","327,115","337,129","349,091","355,810"
Males,56,"290,200","293,200","297,700","303,100","304,600","301,000","297,700","295,200","299,500","297,800","293,100","271,900","252,200","222,900","230,700","338,100","320,400","305,800","287,600","283,500","280,106","279,358","273,429","266,992","267,058","268,668","269,300","264,217","254,295","253,097","259,811","262,583","266,393","270,279","270,099","266,715","252,449","269,082","296,264","308,080","312,635","316,798","389,192","363,627","338,425","325,112","315,427","310,651","316,552","318,239","315,134","325,676","335,740","347,888"
Males,57,"285,100","287,000","290,200","293,800","298,900","299,600","296,700","293,300","291,300","294,700","294,600","288,800","268,600","248,400","219,800","227,400","333,400","315,900","301,700","283,500","280,206","276,277","276,215","270,150","264,054","263,939","265,480","266,404","261,498","251,740","250,683","257,467","260,308","264,293","268,103","268,001","264,672","250,691","267,061","294,097","305,725","309,694","313,515","387,349","360,903","335,989","322,545","313,059","308,782","315,146","316,474","313,644","324,098","334,470"
Males,58,"277,100","280,900","283,300","286,200","289,500","294,000","295,200","291,900","288,700","285,900","290,900","290,500","284,400","264,300","244,300","216,000","223,800","327,800","311,200","297,300","279,406","276,059","272,454","272,843","266,679","260,801","260,082","262,244","263,509","258,593","248,977","248,125","254,989","257,905","262,139","266,067","265,769","262,391","249,193","264,620","291,858","303,510","306,471","310,600","385,885","357,834","333,094","319,871","311,206","306,648","313,535","314,333","311,644","322,384"
Males,59,"267,300","272,800","275,500","279,000","281,700","283,500","288,400","289,500","287,000","282,800","282,500","285,700","286,100","279,400","259,800","240,000","212,300","219,800","322,700","306,200","292,209","274,944","271,819","268,605","269,317","262,859","256,688","256,487","258,977","260,394","255,486","246,573","245,387","252,249","255,451","259,949","263,816","263,314","260,145","247,493","262,092","289,006","301,078","303,486","307,913","384,002","354,190","330,051","317,593","309,190","304,309","311,378","312,148","309,897"
Males,60,"255,900","261,400","267,600","270,500","274,000","273,200","278,300","282,400","284,400","281,400","276,700","277,100","280,400","280,400","274,000","254,700","235,400","208,000","216,000","317,400","301,098","286,980","270,388","267,571","264,343","265,255","258,382","252,919","252,833","255,440","257,061","251,965","243,512","242,500","249,314","252,657","257,305","261,028","260,701","257,592","245,115","259,489","286,036","298,443","300,034","304,158","379,685","350,980","327,495","315,565","306,833","301,948","309,038","310,034"
Males,61,"240,100","250,100","255,000","261,800","264,400","264,900","267,400","272,100","276,200","277,900","276,100","270,600","271,400","274,500","274,400","268,300","249,900","230,300","204,000","212,100","311,398","295,273","281,960","265,835","262,964","259,721","260,478","254,200","248,991","248,913","251,524","253,195","248,292","240,795","239,550","246,393","249,726","254,696","258,543","258,011","254,742","242,059","256,582","282,765","295,650","296,256","298,977","377,626","347,736","325,086","312,732","304,215","299,450","306,940"
Males,62,"215,900","234,000","243,600","248,600","255,600","256,100","258,700","261,300","265,400","269,100","271,200","269,300","264,300","265,000","268,200","268,100","262,500","244,300","225,300","199,700","206,098","304,766","289,246","276,471","260,802","257,767","254,476","255,892","249,825","244,818","244,746","247,283","248,928","244,412","237,308","236,136","243,020","246,444","251,662","255,503","254,696","251,564","238,608","253,345","279,413","292,677","291,305","295,633","375,483","344,496","322,062","309,976","301,456","297,110"
Males,63,"201,600","210,100","227,000","236,800","241,500","246,500","248,800","252,000","254,500","258,000","262,500","263,900","262,500","257,400","258,600","261,300","261,500","256,000","238,500","220,200","193,998","201,426","297,731","282,638","270,702","255,355","251,868","249,279","251,335","245,131","240,338","240,369","242,713","244,599","240,436","233,691","232,575","239,482","243,124","248,498","252,130","251,326","247,984","234,830","250,000","275,676","288,381","287,979","292,423","373,340","340,526","319,163","307,226","299,244"
Males,64,"192,500","195,300","203,600","220,300","229,700","232,900","238,900","241,100","244,500","246,700","250,500","254,900","256,400","255,000","250,300","251,100","254,400","254,300","249,300","232,700","214,198","189,294","196,551","290,238","275,582","264,389","248,735","246,170","244,107","246,280","240,166","235,323","235,628","238,129","240,080","236,076","229,851","228,844","235,826","239,557","245,047","248,545","247,568","244,035","230,879","246,429","270,859","285,693","284,431","289,249","370,535","337,027","316,060","304,443"
Males,65,"179,200","185,800","188,500","196,500","212,400","219,500","225,000","230,600","233,300","236,500","239,000","242,000","246,600","248,100","246,900","242,500","243,400","246,800","247,000","242,300","226,505","208,235","184,088","191,482","282,104","268,079","256,678","242,474","240,249","238,269","240,779","234,746","230,003","230,594","233,245","235,192","231,404","226,062","225,129","231,989","236,230","240,664","243,800","242,803","239,858","226,195","242,570","267,698","282,923","281,409","285,263","366,461","333,363","312,914"
Males,66,"171,500","172,700","178,600","181,100","189,900","202,700","211,400","215,800","222,600","224,000","228,500","230,200","233,600","237,900","239,100","238,400","234,400","235,500","238,900","239,400","235,006","219,678","202,170","178,918","186,072","273,606","262,385","249,624","236,202","233,848","232,118","234,310","228,942","224,499","225,319","228,143","230,076","226,751","221,825","220,813","228,182","231,667","235,621","238,980","238,510","235,276","221,991","239,422","264,120","280,346","277,372","281,872","362,289","329,910"
Males,67,"164,000","165,000","165,900","171,200","174,200","180,400","194,600","202,300","207,200","213,300","215,500","219,000","221,200","224,600","229,100","229,900","229,700","226,000","227,100","230,800","230,906","227,018","212,657","195,926","173,433","180,293","267,480","254,277","242,196","229,454","227,191","225,377","227,410","222,782","218,714","219,690","222,694","224,736","221,531","217,392","216,647","223,530","226,713","230,650","234,488","233,894","231,014","218,153","235,913","260,731","276,947","273,717","278,365","358,049"
Males,68,"157,600","156,100","158,000","158,500","163,800","164,900","172,800","185,200","193,300","197,100","203,900","206,100","209,600","211,700","215,400","219,500","220,600","220,700","217,300","218,600","222,205","222,043","218,735","205,198","189,265","167,438","173,280","258,317","246,011","234,446","222,378","220,139","218,470","220,530","216,441","212,676","213,856","217,072","219,229","216,191","212,719","211,757","218,516","221,517","225,744","229,669","229,352","226,990","213,979","232,593","256,753","272,892","269,719","274,541"
Males,69,"147,800","150,200","148,200","150,900","151,300","154,700","157,300","164,200","176,500","183,100","188,900","194,100","196,500","199,700","201,800","205,500","209,900","211,100","211,400","208,800","209,806","212,992","213,185","210,213","197,320","182,040","159,782","166,836","248,929","237,182","226,409","214,678","212,714","211,390","213,409","209,938","206,355","207,932","211,126","213,363","211,081","207,344","206,247","212,989","216,427","220,440","224,771","225,085","222,655","209,951","228,564","252,346","268,449","265,492"
Males,70,"137,100","140,000","142,200","140,400","143,800","142,300","147,400","148,700","155,200","165,900","174,000","178,700","184,100","186,500","189,900","191,900","195,500","199,900","201,600","202,100","199,109","200,406","203,484","204,167","201,278","189,273","173,257","153,439","160,254","239,021","227,783","218,002","206,707","204,896","204,130","205,840","203,033","199,802","201,648","204,830","207,508","205,381","201,562","200,775","207,837","211,213","215,511","220,151","220,470","218,362","205,293","224,297","247,788","263,763"
Males,71,"128,300","130,000","131,600","134,600","132,700","133,900","134,700","138,300","139,600","146,600","158,900","163,900","168,600","173,800","176,400","179,500","181,900","185,200","189,800","191,900","192,709","189,284","190,812","194,036","194,669","191,904","179,836","165,815","146,998","153,274","228,781","218,433","209,244","198,647","197,066","196,331","198,249","196,140","192,870","195,125","198,637","200,991","199,280","195,551","195,198","202,399","205,955","210,482","215,268","215,878","213,326","200,748","219,739","242,951"
Males,72,"120,300","120,600","122,100","123,900","126,700","124,000","126,500","126,000","129,100","130,700","135,100","148,600","153,800","158,200","163,300","165,900","169,100","171,500","174,900","179,500","181,408","181,963","179,266","181,127","184,151","184,671","182,059","171,300","158,456","140,241","146,082","218,191","208,855","199,986","190,344","188,735","188,453","190,404","188,691","185,725","188,619","191,897","194,064","192,798","189,534","189,324","196,974","200,678","205,043","210,306","210,743","208,210","196,033","214,787"
Males,73,"112,000","112,500","112,300","114,800","115,500","117,200","115,900","118,000","117,100","119,900","122,300","125,600","138,400","142,800","148,000","152,800","155,400","158,300","161,000","164,400","169,108","170,183","171,027","169,024","171,072","173,801","174,808","172,199","162,767","150,536","133,355","139,699","207,521","199,106","190,747","181,587","180,301","180,406","182,328","180,903","178,649","181,466","184,709","187,068","186,380","183,274","183,727","191,519","195,002","199,612","204,846","205,492","202,883","191,355"
Males,74,"102,900","103,600","104,300","104,900","106,800","106,900","109,000","106,500","109,000","108,000","111,800","113,200","116,200","127,900","132,300","137,200","142,000","144,700","147,200","150,600","153,107","157,817","159,164","160,249","158,502","160,688","163,638","164,843","162,451","153,737","142,501","126,261","133,032","196,098","189,017","181,100","172,798","171,841","171,980","173,877","173,347","171,154","173,905","177,346","180,201","179,695","177,131","178,003","185,674","189,149","193,751","199,403","199,948","197,747"
Males,75,"94,700","94,300","95,300","96,600","96,700","97,000","98,400","99,800","98,000","100,600","101,100","102,800","104,100","106,900","117,700","122,000","126,800","131,200","133,900","136,700","138,481","142,096","146,533","148,251","149,388","147,710","149,984","153,269","154,908","152,451","144,722","134,096","119,018","125,915","184,904","178,728","171,323","163,777","162,843","163,238","165,622","165,258","163,385","166,314","170,327","173,077","173,180","170,751","171,994","179,778","183,057","187,953","193,453","194,301"
Males,76,"86,000","88,300","85,600","87,500","89,000","87,500","89,200","89,500","91,500","89,300","92,500","92,300","93,900","95,100","97,500","107,800","111,700","116,300","120,400","123,700","126,683","127,636","131,291","135,552","137,137","138,016","137,118","139,612","143,048","144,504","142,647","135,499","125,741","111,354","119,014","173,377","168,285","161,797","154,628","153,875","154,920","157,080","156,858","155,486","158,593","162,894","165,914","166,362","164,076","165,735","173,479","176,899","181,474","187,466"
Males,77,"77,700","77,300","82,900","77,800","79,700","79,400","80,000","81,200","81,400","82,800","82,300","84,300","83,500","85,300","86,600","88,600","98,000","101,500","105,800","110,200","112,685","116,017","116,970","120,572","124,514","125,809","127,544","126,685","129,476","132,552","134,293","132,433","125,512","116,891","103,859","111,948","161,732","158,048","151,793","145,232","145,303","145,953","148,230","148,367","147,594","150,991","155,321","158,531","159,196","157,163","159,253","166,896","170,323","175,147"
Males,78,"69,700","69,400","68,800","78,100","70,200","71,100","72,300","71,800","73,600","73,000","74,800","74,100","75,900","75,100","76,800","77,800","80,100","88,300","91,700","96,100","100,086","102,195","105,234","106,471","109,965","113,419","115,545","117,017","116,376","119,165","122,225","123,753","122,234","116,257","108,334","96,199","104,951","150,434","147,510","141,519","136,230","136,242","136,965","139,499","139,816","139,570","143,167","147,670","150,985","152,185","150,085","152,591","159,936","163,634"
Males,79,"61,800","62,000","61,100","61,400","71,600","59,800","63,700","64,500","64,500","66,000","65,400","66,800","66,000","68,000","67,000","68,600","69,800","71,700","78,900","82,200","86,686","90,066","92,090","95,067","96,257","99,177","103,550","105,319","106,810","106,148","108,863","112,081","113,668","112,302","106,867","99,646","88,775","98,315","138,666","136,997","131,977","126,959","127,002","127,982","130,563","131,501","131,641","135,242","139,686","143,291","144,716","143,232","145,477","152,992"
Males,80,"54,300","54,400","53,900","54,300","54,200","61,200","55,000","56,400","57,600","57,300","58,500","57,900","58,900","58,600","60,300","59,000","60,900","61,800","63,500","70,200","73,982","77,125","80,730","82,969","85,538","86,593","90,007","93,150","95,122","96,322","96,000","98,826","102,136","103,036","102,481","97,237","91,157","81,591","91,498","126,970","126,947","121,847","117,548","117,695","119,192","121,930","123,013","123,397","127,093","131,885","135,438","137,073","135,686","138,252"
Males,81,"47,000","47,200","46,800","47,500","47,600","46,600","56,000","47,900","49,500","50,500","50,500","51,500","50,600","51,600","51,400","52,800","52,000","53,300","54,300","55,900","62,685","65,426","68,170","71,719","73,601","75,973","77,047","80,212","83,357","84,885","86,419","86,460","89,293","91,604","93,184","92,547","87,881","82,863","74,417","84,821","116,052","116,146","111,865","108,018","108,627","110,367","113,320","114,524","114,936","118,886","123,733","127,378","129,033","128,138"
Males,82,"40,400","40,200","40,000","40,600","41,300","40,600","40,600","52,100","41,500","42,900","44,100","43,900","44,700","43,900","44,700","44,400","46,100","45,400","46,400","47,400","49,088","54,643","57,244","59,852","63,038","64,628","67,174","68,171","71,311","73,765","75,507","77,037","77,191","79,598","82,025","83,278","83,151","79,316","74,643","67,263","78,615","104,892","105,378","101,965","98,925","99,712","101,577","104,481","105,755","106,689","110,662","115,420","118,670","120,922"
Males,83,"34,600","34,000","33,200","33,900","34,700","34,700","34,800","34,200","48,000","35,600","37,000","37,900","37,400","38,400","37,300","38,200","38,100","39,700","38,900","39,900","40,390","42,392","47,116","49,723","51,892","54,758","56,380","58,822","59,767","62,126","64,871","66,613","68,232","68,242","70,509","72,586","73,897","74,147","70,514","66,522","60,454","71,367","94,015","94,801","92,381","89,958","90,974","92,902","95,885","97,404","98,416","102,320","106,712","110,308"
Males,84,"28,800","28,300","27,900","27,800","28,500","29,100","29,600","28,600","28,400","43,800","30,400","31,400","32,100","31,500","32,400","31,100","32,300","32,300","33,800","33,100","33,891","34,627","36,184","40,355","42,639","44,446","47,340","48,750","50,960","51,510","53,842","56,529","58,254","59,377","59,740","61,682","63,832","65,143","65,261","61,979","59,199","53,849","64,322","83,249","84,541","83,284","81,297","82,478","84,036","87,457","88,954","89,814","93,454","98,281"
Males,85,"92,200","94,300","94,300","97,500","99,600","99,400","102,000","101,500","102,600","103,100","25,600","25,200","26,100","26,800","26,300","27,100","25,800","27,000","27,000","28,600","27,792","28,715","29,313","30,587","34,123","36,048","37,866","40,292","41,735","43,222","43,924","46,219","48,941","49,805","51,351","51,529","53,562","55,630","56,520","56,832","54,061","51,887","47,185","57,517","73,063","74,799","74,430","72,626","73,853","75,660","78,972","80,654","81,130","85,165"
Males,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,900","21,000","20,500","21,400","22,100","21,500","22,400","21,200","22,400","22,200","22,893","23,238","24,005","24,605","25,479","28,354","30,284","31,732","33,944","34,931","36,623","37,383","39,571","41,323","42,604","43,770","44,016","46,081","47,806","48,505","49,285","46,689","45,142","40,755","50,935","63,608","65,337","65,715","64,209","65,780","67,585","70,579","72,014","73,233"
Males,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16,400","16,900","16,900","16,700","17,300","17,900","17,600","18,400","17,000","18,300","17,895","18,779","19,165","19,867","20,386","20,919","23,439","24,969","26,460","27,968","28,860","30,751","31,514","32,926","34,958","35,729","36,867","37,358","39,065","40,518","41,456","42,129","39,709","38,536","34,913","44,842","54,563","56,600","57,228","56,443","57,954","59,787","62,142","64,114"
Males,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13,100","13,000","13,400","13,400","13,300","13,800","14,400","14,100","14,800","13,500","14,595","14,503","15,200","15,697","16,229","16,613","17,100","19,127","20,377","21,517","22,834","23,749","25,477","25,727","27,299","28,770","29,628","30,779","31,012","32,619","34,012","34,934","35,609","33,242","32,483","29,625","39,263","45,835","47,966","49,569","48,965","50,523","51,868","54,423"
Males,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,200","10,400","10,100","10,500","10,400","10,300","10,900","11,400","11,100","12,000","11,195","11,633","11,579","12,220","12,666","13,012","13,402","13,758","15,289","16,084","17,308","18,459","19,525","20,587","21,155","22,161","23,470","24,402","25,105","25,475","27,030","28,025","28,895","29,567","27,434","27,149","24,761","34,116","37,898","40,226","42,204","41,810","42,983","44,771"
Males,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26,200","27,200","27,500","27,800","28,300","28,600","29,000","29,800","31,000","32,000","31,589","31,417","31,832","32,410","33,367","34,526","36,364","37,595","38,973","40,078","41,791","45,128","49,429","51,946","55,715","58,554","61,733","66,290","69,760","73,065","77,108","81,129","84,866","88,930","92,593","94,156","95,481","93,683","100,838","109,830","118,399","128,429","134,797","143,536"
Females,All Ages,"23,849,200","24,026,000","24,186,400","24,345,800","24,520,700","24,670,700","24,820,800","24,957,200","25,071,800","25,153,000","25,255,000","25,338,500","25,398,500","25,393,400","25,378,400","25,370,100","25,364,200","25,375,200","25,395,100","25,447,500","25,474,200","25,462,127","25,483,656","25,528,436","25,606,367","25,687,346","25,752,377","25,820,043","25,898,094","25,963,838","26,066,696","26,136,186","26,193,235","26,263,185","26,325,644","26,380,656","26,446,454","26,519,404","26,610,030","26,702,135","26,785,720","26,894,025","27,009,129","27,139,907","27,340,945","27,517,504","27,718,324","27,927,399","28,113,573","28,319,686","28,533,290","28,724,412","28,899,033","29,114,143"
Females,0,"380,400","397,000","405,800","411,900","414,900","408,900","403,400","395,500","393,600","373,100","380,100","358,200","334,000","309,600","297,700","284,600","271,800","276,500","300,100","311,000","309,599","302,100","303,600","303,838","316,485","318,772","324,388","334,607","332,039","334,609","342,391","337,749","325,791","325,118","315,589","309,831","316,340","308,020","304,489","296,031","288,138","287,641","295,008","306,222","312,113","320,619","329,804","343,308","340,700","345,180","348,918","357,066","345,969","340,169"
Females,1,"361,700","379,900","396,500","404,900","411,900","413,300","408,100","405,700","394,800","391,000","368,500","378,700","355,800","332,200","308,200","296,400","282,900","271,400","276,000","299,300","310,410","307,245","301,201","303,706","303,543","317,075","318,296","323,483","334,281","331,307","333,971","341,396","336,634","324,726","324,643","314,717","309,841","315,770","308,545","303,676","294,539","289,486","287,867","294,420","306,584","312,098","322,027","330,347","343,405","340,131","344,644","351,517","359,516","349,252"
Females,2,"354,900","362,100","380,100","396,300","404,200","410,300","412,500","409,200","405,700","392,800","386,700","367,600","377,800","354,000","330,800","307,200","294,700","282,800","271,200","275,600","298,810","309,935","306,790","301,537","303,859","303,856","317,512","318,680","323,855","334,222","331,693","334,019","341,064","336,446","324,966","324,105","314,370","310,359","316,425","308,575","302,174","296,328","290,608","287,723","295,324","306,616","312,422","323,593","331,196","343,449","340,637","346,966","353,840","362,591"
Females,3,"347,200","355,600","362,300","380,100","395,500","402,800","409,700","413,700","409,100","404,000","388,600","385,500","367,100","376,400","352,100","329,600","305,400","294,500","282,600","270,300","274,909","298,226","309,571","307,304","302,597","305,321","305,308","318,842","320,177","325,081","335,793","331,991","334,165","341,159","336,364","325,045","323,647","314,242","311,519","316,599","307,905","304,234","297,596","291,443","288,721","295,689","306,918","312,672","325,200","331,808","344,380","342,586","348,767","356,577"
Females,4,"334,000","347,900","355,900","362,300","379,400","394,200","402,400","411,000","413,800","407,500","399,900","387,300","384,800","366,300","374,700","350,800","328,300","305,100","294,300","282,400","269,808","274,155","297,952","310,010","308,424","304,592","305,980","305,780","319,385","320,781","326,068","335,506","331,746","334,429","341,298","336,432","325,113","323,246","314,659","312,475","315,802","309,955","305,966","298,703","293,177","289,264","296,145","307,051","312,877","326,462","333,299","345,998","344,304","351,224"
Females,5,"322,000","334,600","347,800","355,000","360,800","377,800","393,300","402,300","409,200","409,900","395,700","398,900","385,900","383,400","365,400","373,500","349,500","327,800","304,600","293,900","281,900","269,292","273,910","298,290","311,170","309,889","305,204","306,288","306,117","319,742","321,431","325,840","335,221","331,581","334,285","341,195","336,136","325,113","322,883","313,716","313,333","317,423","311,936","308,009","299,492","293,944","290,111","296,443","307,539","313,698","327,583","334,764","347,543","346,558"
Females,6,"315,400","322,700","334,500","347,300","354,100","360,100","377,200","393,800","401,800","407,400","402,800","395,600","398,300","384,300","382,200","364,800","372,800","348,800","327,300","304,700","293,600","281,377","269,084","274,317","299,221","312,410","310,611","305,692","307,193","306,936","320,703","321,580","326,092","335,362","332,107","334,959","341,329","336,392","325,972","322,294","313,980","314,679","319,453","313,586","309,025","300,425","295,538","290,629","297,100","308,135","313,502","328,786","336,116","349,466"
Females,7,"320,800","316,000","322,600","334,100","346,600","353,200","359,500","377,800","393,000","400,200","400,800","403,100","395,700","396,800","383,100","381,200","364,700","372,800","348,200","327,300","304,300","293,110","281,255","269,494","275,184","300,136","313,224","311,136","306,086","307,495","307,667","320,743","321,412","326,320","335,492","332,228","334,983","341,303","336,678","325,593","322,044","315,285","316,694","321,400","314,468","310,150","302,237","296,941","291,523","297,974","307,763","314,879","330,043","337,853"
Females,8,"317,400","321,400","316,000","322,200","333,400","345,600","352,600","359,900","377,200","391,800","390,900","401,000","403,600","395,100","395,200","381,900","380,800","365,200","372,300","348,000","326,800","303,851","293,120","281,772","270,503","276,107","300,749","313,641","312,006","306,718","308,217","307,930","320,850","321,516","326,641","335,569","332,301","335,247","341,888","336,305","326,117","323,732","317,207","318,500","322,453","315,488","312,176","303,833","298,565","292,551","297,864","309,015","316,165","331,648"
Females,9,"316,500","318,100","321,400","315,600","321,600","332,300","345,100","353,400","359,300","376,200","386,500","391,100","401,700","403,000","394,100","393,700","381,700","380,600","365,300","372,400","347,700","326,379","303,801","293,584","282,581","271,544","276,736","301,213","313,865","312,278","307,553","308,409","308,279","321,232","321,576","327,051","335,673","332,617","336,167","341,808","336,791","327,317","325,734","318,919","319,439","323,650","317,238","313,883","305,565","300,341","292,669","299,318","310,395","317,719"
Females,10,"322,700","317,100","318,800","322,200","316,800","320,900","332,100","345,100","351,200","357,600","377,500","387,000","391,900","401,700","402,700","394,000","393,200","381,600","380,100","365,900","372,097","347,211","326,058","304,106","294,526","283,253","271,883","276,912","301,530","314,608","312,845","307,204","308,191","308,597","321,425","321,641","327,079","335,592","333,102","335,715","341,420","338,444","328,553","326,342","319,867","321,111","325,906","318,513","315,079","307,372","301,342","294,107","300,721","312,032"
Females,11,"336,000","323,300","317,900","319,000","322,400","315,400","319,500","332,100","344,100","351,400","362,900","378,400","387,700","392,100","402,000","403,200","394,600","392,800","381,300","380,100","366,097","371,233","347,021","326,361","305,270","295,972","284,132","272,496","277,723","302,275","315,534","313,562","307,687","308,568","309,256","322,091","321,937","327,635","336,442","332,886","335,915","343,047","339,853","328,890","327,640","321,658","323,080","327,332","319,602","317,126","308,567","302,954","295,664","302,458"
